,Average Compile Time (s), Average Execution Time (s)
Stack-Based MINIC,0.48300995826721194,25.32936897277832
Unoptimized Register-Based MINIC,0.461976957321167,21.844295024871826
Optimized Register-Based MINIC,0.4919924259185791,21.824451637268066
Unoptimized GCC,0.3117837429046631,19.860844230651857
Optimized GCC,0.4117586135864258,6.222003746032715
