,Average Compile Time (s), Average Execution Time (s)
Stack-Based MINIC,0.5138035297393799,14.22622561454773
Unoptimized Register-Based MINIC,0.4919320583343506,8.577115917205811
Optimized Register-Based MINIC,0.5131088256835937,8.54702649116516
Unoptimized GCC,0.31237096786499025,11.037722969055176
Optimized GCC,0.41231656074523926,2.317121982574463
