,Average Compile Time (s), Average Execution Time (s)
Stack-Based MINIC,0.5128001689910888,17.33151149749756
Unoptimized Register-Based MINIC,0.5131109714508056,12.95251784324646
Optimized Register-Based MINIC,0.5123296260833741,9.27709412574768
Unoptimized GCC,0.3335725784301758,13.784232234954834
Optimized GCC,0.43341240882873533,1.473301935195923
