,Average Compile Time (s), Average Execution Time (s)
Stack-Based MINIC,0.4723456859588623,12.180399417877197
Unoptimized Register-Based MINIC,0.4631603717803955,6.823203802108765
Optimized Register-Based MINIC,0.47325944900512695,6.823099374771118
Unoptimized GCC,0.31254053115844727,12.148834085464477
Optimized GCC,0.36312389373779297,4.119220209121704
